CodDependencia,Dependencia,Tipo de Inversión,CodBPIN,Nombre_proy_Ajustado,Comuna,NomComuna,Inversion,Año,Corte
701,Secretaría Privada,0,120360,Administración de información Corporativa de entes Descentralizados,99,Toda la Ciudad,"$4,052,174",2016,31-dic-16
701,Secretaría Privada,0,140183,Fortalecimiento Institucional de la Secretaría Privada y Despacho Alcalde,99,Toda la Ciudad,"$378,263,011",2016,31-dic-16
702,Secretaría de Comunicaciones,1,150473,16PP13-Comunicaciones para las víctimas del conflicto,13,San Javier,"$8,191,000",2016,31-dic-16
702,Secretaría de Comunicaciones,1,150112,16PP8-Comunicación para la integración en Villa Hermosa,8,Villa Hermosa,"$23,978,400",2016,31-dic-16
702,Secretaría de Comunicaciones,1,150169,16PP70-Escuela corregimental de comunicaciones,70,Altavista,"$32,764,000",2016,31-dic-16
702,Secretaría de Comunicaciones,1,150117,16PP12-Periodismo comunitario para la movilización,12,La América,"$35,620,387",2016,31-dic-16
702,Secretaría de Comunicaciones,1,150172,16PP90-Fortalecimiento a los procesos de comunicación en Santa Elena,90,Santa Elena,"$36,564,945",2016,31-dic-16
702,Secretaría de Comunicaciones,1,150119,16PP14-Periódico comunitario,14,El Poblado,"$38,116,666",2016,31-dic-16
702,Secretaría de Comunicaciones,1,150109,16PP5-Fortalecimiento a los procesos de comunicación en Castilla,5,Castilla,"$49,674,103",2016,31-dic-16
702,Secretaría de Comunicaciones,1,150168,16PP60-Apoyo y fortalecimiento a los proceso de comunicación en san cristóbal,60,San Cristobal,"$58,386,688",2016,31-dic-16
702,Secretaría de Comunicaciones,1,150167,16PP50-Fortalecimiento a medios y procesos de comunicación en San Sebastián de Palmitas,50,San Sebastián de Palmitas,"$72,971,327",2016,31-dic-16
702,Secretaría de Comunicaciones,1,150107,16PP3-Fortalecimiento y apoyo al proceso de comunicaciones en Manrique,3,Manrique,"$81,910,000",2016,31-dic-16
702,Secretaría de Comunicaciones,1,150171,16PP80-Fortalecimiento a medios y procesos de comunicación en San Antonio de Prado,80,San Antonio de Prado,"$88,817,866",2016,31-dic-16
