CodDependencia,Dependencia,Tipo de Inversión,CodBPIN,Nombre_proy_Ajustado,Comuna,NomComuna,Inversion,Año,Corte
201,Secretaría de Gobierno y Gestión del Gabinete,1,080314,PP09- ORGANIZACIÓN Y RELOCALIZACIÓN DE VENDEDORES INFORMALES EN SISTEMAS MODULARES,8,Villa Hermosa,"$1,584,002",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,090073,PP ATENCIÓN  AJOVENES EN ALTO RIESGO,2,Santa Cruz,"$30,000,000",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,080568,"PROMOCIÓN DE LA DEFENSA, DISFRUTE Y GESTIÓN PARTICIPATIVA Y CIUDADANA DEL ESPACIO PÚBLICO",2,Santa Cruz,"$40,000,000",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,080443,PLAN MAESTRO  DE MEJORAMIENTO PARA LA ATENCIÓN INTEGRAL EN CASAS DE GOBIERNO Y JUSTICIA UPJ,2,Santa Cruz,"$17,899,999",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,080314,PP09- ORGANIZACIÓN Y RELOCALIZACIÓN DE VENDEDORES INFORMALES EN SISTEMAS MODULARES,2,Santa Cruz,"$22,731,116",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,080168,PP PROMOCIÓN DE LA CONVIVENCIA FAMILIAR Y APLICACIÓN DE LA LEY DE INFANCIA Y ADOLESCENCIA,2,Santa Cruz,"$4,110,000",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,090077,"PP Plan Desame En Las Comunas 5,8, 9,11, 13,14,80",9,Buenos Aires,"$40,494,246",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,090080,"PP VIGILANTES, VIGIAS DE MI BARRIO",9,Buenos Aires,"$35,000,000",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,090082,PP - Apoyo Institucional Y De Infraestructura Para La Seguridad Ciudadana En Las Comunas 1,9,Buenos Aires,"$40,000,000",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,090083,PP - Plan Maestro De Mejoramiento Para La Atención Integral De Casas De Gobierno Y Justicia Y UPJ,9,Buenos Aires,"$5,310,605",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,0,080103,Guias Ciudadanos Para La Convivenica,4,Aranjuez,"$948,766,666",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,0,080114,Medellín Despierta Para La Vida,2,Santa Cruz,"$38,000,000",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,090082,PP - Apoyo Institucional Y De Infraestructura Para La Seguridad Ciudadana En Las Comunas 1,2,Santa Cruz,"$60,000,000",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,0,080103,Guias Ciudadanos Para La Convivenica,2,Santa Cruz,"$955,766,666",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,0,080101,Estrategia De Acompañamiento A Las Familias Y Comunidades Que Reciben Desmovilizados,2,Santa Cruz,"$328,159,771",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,0,040198,Intervención Social En Las Cárceles,2,Santa Cruz,"$68,991,517",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,090141,PP10-Estrategia de acompañamiento a las familias y comunidades que reciben desmovilizados,16,Belén,"$38,000,000",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,090088,Pp10-Organización y relocalización de comerciantes informales en sistemas modulares,16,Belén,"$47,250,000",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,090084,PP - Promoción De La Convivencia Familiar Y Aplicación De La Ley De Infancia,16,Belén,"$3,120,822",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,090082,PP - Apoyo Institucional Y De Infraestructura Para La Seguridad Ciudadana En Las Comunas 1,16,Belén,"$92,500,000",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,090080,"PP VIGILANTES, VIGIAS DE MI BARRIO",16,Belén,"$29,000,000",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,080314,PP09- ORGANIZACIÓN Y RELOCALIZACIÓN DE VENDEDORES INFORMALES EN SISTEMAS MODULARES,16,Belén,"$6,994,189",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,090084,PP - Promoción De La Convivencia Familiar Y Aplicación De La Ley De Infancia,9,Buenos Aires,"$24,006,326",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,0,080114,Medellín Despierta Para La Vida,3,Manrique,"$38,000,000",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,0,080097,Comités Locales De Gobierno,99,Toda la Ciudad,"$1,099,999,998",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,0,080101,Estrategia De Acompañamiento A Las Familias Y Comunidades Que Reciben Desmovilizados,4,Aranjuez,"$546,932,953",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,0,080094,Construcción Y Mejoramiento De La Infraestructura De Seguridad,4,Aranjuez,"$4,300,137,133",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,0,040312,Manual De Convivencia,4,Aranjuez,"$52,000,000",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,0,040198,Intervención Social En Las Cárceles,4,Aranjuez,"$82,563,619",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,090084,PP - Promoción De La Convivencia Familiar Y Aplicación De La Ley De Infancia,3,Manrique,"$3,600,949",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,090082,PP - Apoyo Institucional Y De Infraestructura Para La Seguridad Ciudadana En Las Comunas 1,3,Manrique,"$93,000,000",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,090080,"PP VIGILANTES, VIGIAS DE MI BARRIO",3,Manrique,"$20,000,000",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,090074,PP GUÍAS CIUDADANOS,3,Manrique,"$54,121,302",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,090075,PP FORTALECIMIENTO Y ASISTENCIA DH,2,Santa Cruz,"$70,000,000",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,080168,PP PROMOCIÓN DE LA CONVIVENCIA FAMILIAR Y APLICACIÓN DE LA LEY DE INFANCIA Y ADOLESCENCIA,3,Manrique,"$4,110,000",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,1,090081,"PP - Medellin Despierta Para La Vida, Comunas 2, 7, 8, 11, 12, 14, 50, 60 Y 80",2,Santa Cruz,"$2,360,310",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,0,080104,Atención A Victimas Del Conflicto Armado,3,Manrique,"$365,302,408",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,0,080102,Atención A Jóvenes En Alto Riego De Pertenecer A Grupos Armados Al Margen De La Ley,3,Manrique,"$1,577,471,924",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,0,080101,Estrategia De Acompañamiento A Las Familias Y Comunidades Que Reciben Desmovilizados,3,Manrique,"$717,945,792",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,0,080094,Construcción Y Mejoramiento De La Infraestructura De Seguridad,3,Manrique,"$185,139,716",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,0,040312,Manual De Convivencia,3,Manrique,"$39,000,000",2010,31-Dic-2010
201,Secretaría de Gobierno y Gestión del Gabinete,0,040198,Intervención Social En Las Cárceles,3,Manrique,"$75,400,566",2010,31-Dic-2010
