CodDependencia,Dependencia,Tipo de Inversión,CodBPIN,Nombre_proy_Ajustado,Comuna,NomComuna,Inversion,Año,Corte
601,Secretaría Privada,0,140183,FORTALECIMIENTO INSTITUCIONAL DE LA SECRETARÍA PRIVADA Y DESPACHO ALCALDE,99,Toda la Ciudad,"$140,264,105",2015,31-Dic-2015
601,Secretaría Privada,0,120360,ADMINISTRACIÓN DE INFORMACIÓN CORPORATIVA DE ENTES DESCENTRALIZADOS,99,Toda la Ciudad,"$351,050,405",2015,31-Dic-2015
602,Secretaría de Comunicaciones,1,140365,15PP12-SISTEMA DE COMUNICACIONES PARA LA PROMOCIÓN DE LA PARTICIPACIÓN CIUDADANA,12,La América,"$95,999,999",2015,31-Dic-2015
602,Secretaría de Comunicaciones,1,140396,15PP2-FORTALECIMIENTO Y APOYO AL PROCESO DE COMUNICACIONES,2,Santa Cruz,"$123,000,000",2015,31-Dic-2015
602,Secretaría de Comunicaciones,1,140393,"15PP6-FORTALECIMIENTO DEL SISTEMA DE INFORMACIÓN  Y COMUNICACIÓN DE LA COMUNA SEIS, CON EL FIN DE INCREMENTAR LOS NIVELES DE PARTICIPACIÓN, ORGANIZACIÓN Y ARTICULACIÓN DE LOS Y LAS HABITANTES DE ESTE TERRITORIO.",6,Doce de Octubre,"$173,938,996",2015,31-Dic-2015
602,Secretaría de Comunicaciones,1,140374,15PP13-POTENCIAR EL DESARROLLO DE LA COMUNA A TRAVÉS DE LAS COMUNICACIONES,13,San Javier,"$100,000,000",2015,31-Dic-2015
602,Secretaría de Comunicaciones,1,140373,15PP13-PRODUCCIÓN DE MEDIOS IMPRESOS,13,San Javier,"$50,000,000",2015,31-Dic-2015
602,Secretaría de Comunicaciones,1,140369,15PP1-CREACIÓN DE LA EMISORA  VIRTUAL,1,Popular,"$120,000,000",2015,31-Dic-2015
602,Secretaría de Comunicaciones,1,140153,15PP1-COMUNICACIONAL PARA EL DESARROLLO,1,Popular,"$209,800,000",2015,31-Dic-2015
602,Secretaría de Comunicaciones,2,140114,JVE-10 FORTALECIMIENTO  DE LAS COMUNICACIONES EN LA COMUNA 10,10,La Candelaria,"$2,487,309,998",2015,31-Dic-2015
602,Secretaría de Comunicaciones,1,140066,14PP14-Fortalecimiento a los medios de comunicación Comuna 14,14,El Poblado,"$54,799,543",2015,31-Dic-2015
602,Secretaría de Comunicaciones,1,140065,14PP16 Fortalecimiento a los medios de comunicación Comuna 16,16,Belén,"$16,095,480",2015,31-Dic-2015
602,Secretaría de Comunicaciones,1,140064,14PP7-Fortalecimiento a los medios de comunicación Comuna 7,7,Robledo,"$48,666,664",2015,31-Dic-2015
602,Secretaría de Comunicaciones,1,130488,"14PP10-Fortalecimiento de la plataforma de comunicaciones para la divulgación de los procesos de gestión, participación y desarrollo local de la Comuna 10, la Candelaria.",10,La Candelaria,"$76,193,651",2015,31-Dic-2015
602,Secretaría de Comunicaciones,1,140372,15PP9-ESCUELA DE COMUNICACIONES Y CONVIVENCIA CIUDADANA CON ENFOQUE INTERGENERACIONAL Y DD HH,9,Buenos Aires,"$379,556,139",2015,31-Dic-2015
602,Secretaría de Comunicaciones,1,140063,14PP5-Fortalecimiento a los medios de comunicación Comuna 5,5,Castilla,"$59,007,587",2015,31-Dic-2015
602,Secretaría de Comunicaciones,0,120362,ESTRATEGIAS DE COMUNICACIÓN POLÍTICA PARA LA DEMOCRACIA PARTICIPATIVA,99,Toda la Ciudad,"$18,173,881,487",2015,31-Dic-2015
602,Secretaría de Comunicaciones,1,130487,14PP1-Proyecto comunicacional para el desarrollo de la Comuna uno,1,Popular,"$116,094,496",2015,31-Dic-2015
