CodDependencia,Dependencia,Tipo de Inversión,CodBPIN,Nombre_proy_Ajustado,Comuna,NomComuna,Inversion,Año,Corte
601,Secretaría Privada,0,110039,Proyecto de Integración Empresarial,99,Toda la Ciudad,"$275,500,000",2013,31-Dic-2013
601,Secretaría Privada,0,120360,Administración de información corporativa de entes descentralizados,99,Toda la Ciudad,"$499,999,998",2013,31-Dic-2013
602,Secretaría de Comunicaciones,1,130258,Pp13-Fort. procesos comunic comunitaria,8,Villa Hermosa,"$94,349,957",2013,31-Dic-2013
602,Secretaría de Comunicaciones,0,080526,Comunicacion organizacional,99,Toda la Ciudad,"$60,118,387",2013,31-Dic-2013
602,Secretaría de Comunicaciones,0,080527,Diseño y desarrollo de políticas y estrategias de comunicacion publica,99,Toda la Ciudad,"$183,471,582",2013,31-Dic-2013
602,Secretaría de Comunicaciones,1,130258,Pp13-Fort. procesos comunic comunitaria,11,Laureles - Estadio,"$36,948,540",2013,31-Dic-2013
602,Secretaría de Comunicaciones,1,130258,Pp13-Fort. procesos comunic comunitaria,3,Manrique,"$81,000,000",2013,31-Dic-2013
602,Secretaría de Comunicaciones,1,130258,Pp13-Fort. procesos comunic comunitaria,6,Doce de Octubre,"$137,920,000",2013,31-Dic-2013
602,Secretaría de Comunicaciones,1,130258,Pp13-Fort. procesos comunic comunitaria,90,Santa Elena,"$13,883,000",2013,31-Dic-2013
602,Secretaría de Comunicaciones,1,130258,Pp13-Fort. procesos comunic comunitaria,80,San Antonio de Prado,"$88,799,000",2013,31-Dic-2013
602,Secretaría de Comunicaciones,1,130258,Pp13-Fort. procesos comunic comunitaria,4,Aranjuez,"$82,400,000",2013,31-Dic-2013
602,Secretaría de Comunicaciones,1,130258,Pp13-Fort. procesos comunic comunitaria,13,San Javier,"$43,637,002",2013,31-Dic-2013
602,Secretaría de Comunicaciones,1,130258,Pp13-Fort. procesos comunic comunitaria,1,Popular,"$174,950,305",2013,31-Dic-2013
602,Secretaría de Comunicaciones,0,120361,Comunicación organizacional para la gestión de lo público,99,Toda la Ciudad,"$190,128,905",2013,31-Dic-2013
602,Secretaría de Comunicaciones,1,130258,Pp13-Fort. procesos comunic comunitaria,5,Castilla,"$92,000,000",2013,31-Dic-2013
602,Secretaría de Comunicaciones,0,120362,Estrategias de comunicación política para la democracia participativa,99,Toda la Ciudad,"$11,755,522,699",2013,31-Dic-2013
602,Secretaría de Comunicaciones,0,120363,Fortalecimiento de la participación en procesos de comunicación comunitaria,99,Toda la Ciudad,"$82,747,272",2013,31-Dic-2013
602,Secretaría de Comunicaciones,1,130258,Pp13-Fort. procesos comunic comunitaria,16,Belén,"$39,721,000",2013,31-Dic-2013
602,Secretaría de Comunicaciones,1,130258,Pp13-Fort. procesos comunic comunitaria,9,Buenos Aires,"$146,100,000",2013,31-Dic-2013
602,Secretaría de Comunicaciones,1,130258,Pp13-Fort. procesos comunic comunitaria,7,Robledo,"$60,000,000",2013,31-Dic-2013
602,Secretaría de Comunicaciones,1,130258,Pp13-Fort. procesos comunic comunitaria,2,Santa Cruz,"$147,418,798",2013,31-Dic-2013
602,Secretaría de Comunicaciones,1,130258,Pp13-Fort. procesos comunic comunitaria,10,La Candelaria,"$65,700,000",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120219,Direccionamiento de la planeación participativa,16,Belén,"$70,509,198",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120219,Direccionamiento de la planeación participativa,2,Santa Cruz,"$70,509,197",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120194,Modernización sistema integral de gestión,99,Toda la Ciudad,"$1,001,033,590",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120219,Direccionamiento de la planeación participativa,90,Santa Elena,"$70,509,198",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,1,110114,PP12-Planeacion participativa y desarrollo local,6,Doce de Octubre,"$27,404,925",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,080320,Conservacion Catastral 2009 - 2012,99,Toda la Ciudad,"$143,836,974",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120218,Fortalecimiento estratégico de la planeación social y economica,99,Toda la Ciudad,"$365,813,905",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120220,Gestión articulada del territorio regional,99,Toda la Ciudad,"$684,760,355",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,1,110114,PP12-Planeacion participativa y desarrollo local,14,El Poblado,"$19,200,000",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120222,Observatorio de Políticas Públicas,99,Toda la Ciudad,"$3,901,032,814",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,1,110114,PP12-Planeacion participativa y desarrollo local,5,Castilla,"$5,715,353",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,1,110114,PP12-Planeacion participativa y desarrollo local,10,La Candelaria,"$38,400,000",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120219,Direccionamiento de la planeación participativa,1,Popular,"$70,509,197",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120219,Direccionamiento de la planeación participativa,7,Robledo,"$70,509,197",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120219,Direccionamiento de la planeación participativa,80,San Antonio de Prado,"$70,509,198",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120117,Gestión para el proceso de conservación catastral,99,Toda la Ciudad,"$4,749,851,502",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,1,110114,PP12-Planeacion participativa y desarrollo local,9,Buenos Aires,"$67,826,880",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120022,Estudios y diseños parque vial del rio,99,Toda la Ciudad,"$7,592,137,172",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120013,Estudios y Diseños Cinturon Verde Metropolitano,99,Toda la Ciudad,"$2,999,999,999",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120219,Direccionamiento de la planeación participativa,13,San Javier,"$70,509,198",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120219,Direccionamiento de la planeación participativa,10,La Candelaria,"$70,509,198",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,110031,Depuración Catastral en la ciudad de  Medellín,99,Toda la Ciudad,"$2,475,508,732",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,1,110114,PP12-Planeacion participativa y desarrollo local,2,Santa Cruz,"$92,346,050",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,090021,Planificación y Gestión de la Movilidad,99,Toda la Ciudad,"$11,735,500",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,090020,Planificación y Gestion del Espacio Publico,99,Toda la Ciudad,"$14,318,250",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,090019,Planificación para el manejo del Riesgo,99,Toda la Ciudad,"$112,037,876",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,1,110114,PP12-Planeacion participativa y desarrollo local,4,Aranjuez,"$22,894,267",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120219,Direccionamiento de la planeación participativa,4,Aranjuez,"$70,509,197",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,110030,Reasignación Nomenclatura San Antonio de Prado,80,San Antonio de Prado,"$439,617,248",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,080481,Implementación observatorio de politicas públicas,99,Toda la Ciudad,"$328,464,185",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120219,Direccionamiento de la planeación participativa,8,Villa Hermosa,"$70,509,197",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,080447,Regularización urbanistica rural,99,Toda la Ciudad,"$59,999,997",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120219,Direccionamiento de la planeación participativa,5,Castilla,"$70,509,197",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120154,Mejoramiento del sistema de monitoreo  simon,99,Toda la Ciudad,"$650,469,286",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120219,Direccionamiento de la planeación participativa,9,Buenos Aires,"$70,509,197",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120162,Planificacion y ordenamiento territorial,99,Toda la Ciudad,"$8,760,268,141",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120164,Gestión del suelo para el hábitat,99,Toda la Ciudad,"$895,770,570",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120166,Planificación de espacio público y movilidad,99,Toda la Ciudad,"$534,222,391",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120167,Planificación de los proyectos estratégicos,99,Toda la Ciudad,"$3,474,485,516",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,1,110114,PP12-Planeacion participativa y desarrollo local,3,Manrique,"$10,634,688",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120219,Direccionamiento de la planeación participativa,14,El Poblado,"$70,509,198",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,040227,Sistema de Monitoreo SIMON,99,Toda la Ciudad,"$89,478,191",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120219,Direccionamiento de la planeación participativa,6,Doce de Octubre,"$70,509,197",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,040269,Diseño e implementacion de planes parciales,99,Toda la Ciudad,"$33,161,280",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,030442,Fortalecimiento del Sistema de Información SISBEN,99,Toda la Ciudad,"$2,213,994,812",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120219,Direccionamiento de la planeación participativa,70,Altavista,"$70,509,198",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120219,Direccionamiento de la planeación participativa,12,La América,"$70,509,197",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,040458,Fortalecimiento y desarrollo del sistema municipal de planeación,99,Toda la Ciudad,"$379,028,809",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,040478,Regularización urbanística,99,Toda la Ciudad,"$100,814,500",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,1,110114,PP12-Planeacion participativa y desarrollo local,7,Robledo,"$14,730,822",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,060066,Gestión y desarrollo instrumentos del POT,99,Toda la Ciudad,"$445,857,745",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120219,Direccionamiento de la planeación participativa,3,Manrique,"$70,509,197",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,0,120219,Direccionamiento de la planeación participativa,11,Laureles - Estadio,"$70,509,198",2013,31-Dic-2013
604,Departamento Administrativo de Planeación Municipal,1,110114,PP12-Planeacion participativa y desarrollo local,1,Popular,"$132,647,390",2013,31-Dic-2013
